question,bloom_level,source, language
Indicate whether S2 or S3 is useful for genetic linkage analysis. Justify your answer.,Evaluate,figshare_exam_questions,en
Institutional shareholders do not always fare better than the minority shareholders in promoting shareholder activism. Assess the impediments of institutional shareholder activism.,Evaluate,figshare_exam_questions,en
Is there a better solution to . . .?,Evaluate,figshare_exam_questions,en
JSP Technology is meant to replace Servlet Technology. Justify to what extent the statement is true.,Evaluate,figshare_exam_questions,en
Judge aesthetic qualities and relationship to future values.,Evaluate,figshare_exam_questions,en
Judge how well a project meets the criteria of a rubric.,Evaluate,figshare_exam_questions,en
Judge the validity of arguments for and against astrology,Evaluate,figshare_exam_questions,en
Judge the value of . . .?,Evaluate,figshare_exam_questions,en
Judge the value of... What do you think about...?,Evaluate,figshare_exam_questions,en
Judge whether Olympic Ideals are realistic or unrealistic for the contemporary elite athlete.,Evaluate,figshare_exam_questions,en
Judge whether it would be possible to survive on an island alone and blinded. Write about it.,Evaluate,figshare_exam_questions,en
Justify and nominate ways to prevent animal extinction.,Evaluate,figshare_exam_questions,en
Justify if DHT`s supply chain performance is better than PLI.,Evaluate,figshare_exam_questions,en
"Justify the choice of supplier. From your choice, determine the optimal order quantity and total annual cost of ordering, purchasing and holding the component.",Evaluate,figshare_exam_questions,en
Justify the concept of inheritance and give the sample of code to illustrate your answer.,Evaluate,figshare_exam_questions,en
"Justify the following statement. ""It is possible for a firm to experience diminishing marginal return and diseconomies of scale at the same time”.",Evaluate,figshare_exam_questions,en
"Justify the following statement: “The value of a putable bond is never greater than the value of an otherwise comparable option-free bond.""",Evaluate,figshare_exam_questions,en
Justify the object oriented programming concept,Evaluate,figshare_exam_questions,en
Justify the title To Kill a Mockingbird .,Evaluate,figshare_exam_questions,en
Justify two (2) lean techniques that work in both the manufacturing and service sectors.,Evaluate,figshare_exam_questions,en
Justify whether tRNA or mRNA would be more extensively hydrogen bonded.,Evaluate,figshare_exam_questions,en
Justify whether the dam and sire are inbred or outbred.,Evaluate,figshare_exam_questions,en
Justify whether the enzyme after step 'Size-exclusion chromatography' is pure. Suggest a method to estimate the purity of the enzyme preparation.,Evaluate,figshare_exam_questions,en
Justify which digital video file format you would use for your movie.,Evaluate,figshare_exam_questions,en
Justify why Benny used MP3 instead of other audio format.,Evaluate,figshare_exam_questions,en
Justify why company XYZ needs to use expert systems,Evaluate,figshare_exam_questions,en
Justify why soil taxonomy is considered as a hierarchical classification system.,Evaluate,figshare_exam_questions,en
Justify your answers with elaborations by providing any TWO (2) reasons.,Evaluate,figshare_exam_questions,en
Listen to two classmates conversing on tape and critique their performance on the basis of the skills covered this semester.,Evaluate,figshare_exam_questions,en
"MVC (Model View Controller) leads to low coupling"". Justify.",Evaluate,figshare_exam_questions,en
Malaysian Code on Corporate Governance (2012) stipulates that there should not be any domination of power by any individual in the board. Responsibilities of the CEO and the Chairperson must be clearly defined and separated in order to ensure a balance of power and authority. Evaluate the advantages and disadvantages of CEO duality.,Evaluate,figshare_exam_questions,en
Melting temperature (Tm) is an important criteria to consider when designing primers for PCR amplification. Comment.,Evaluate,figshare_exam_questions,en
NIKE will be conducting consumer research on their footwear. Assess FIVE (5) types of consumer research that Nike can implement by providing an appropriate example for each.,Evaluate,figshare_exam_questions,en
Outline how class ArrayList could be implemented using an array,Evaluate,figshare_exam_questions,en
"Output and capital are increasing more rapidly than labour in the pharmaceutical industry. However, labour is increasing faster than capital and output in the agriculture industry. Evaluate the different in the output growth and productivity between these two industries.",Evaluate,figshare_exam_questions,en
PERCEPTION STUDIES based on SURVEY METHOD are useful and common in both academic and market research. Critically evaluate the strategies used in data collection that can increase the response rate when conducting a survey.,Evaluate,figshare_exam_questions,en
Place the following in order of priority...,Evaluate,figshare_exam_questions,en
"Popular search engines such as Google, Yahoo and others are used to search information on the web based on user defined keywords. Determine and justify the appropriate HTTP method that should be deployed by those search engines.",Evaluate,figshare_exam_questions,en
Predict the effect on bulk density when a large quantity of organic matter is added into the soil. Justify your answer.,Evaluate,figshare_exam_questions,en
Predict what will happen next in.,Evaluate,figshare_exam_questions,en
Predict whether Phillip will ever go back to visit the Cay after several years of recovery. Assuming he gets his sight back.,Evaluate,figshare_exam_questions,en
"Prepare a case to present, and evaluate your view about ...",Evaluate,figshare_exam_questions,en
Prepare a list of criteria to judge ... Evaluate expressions,Evaluate,figshare_exam_questions,en
Prestressed concrete is a method for overcoming concrete's natural weakness in tension. Justify the TWO (2) common methods of prestressing.,Evaluate,figshare_exam_questions,en
Primary structure of a protein plays a significant role in determining the native structure or the protein fold. Comment on the statement.,Evaluate,figshare_exam_questions,en
Proline and glycine are prevalent in beta-turns of protein structures. Comment on the statement.,Evaluate,figshare_exam_questions,en
Propose an e-commerce classification model that suits the needs of John's business. Justify your answer.,Evaluate,figshare_exam_questions,en
Propose and justify ONE (1) international market-entry strategy that you may consider to market your products internationally.,Evaluate,figshare_exam_questions,en
Propose any TWO (2) alternative solutions from organization structures perspective to facilitate the KM practice. Justify your answers with short elaborations.,Evaluate,figshare_exam_questions,en
"Propose with justification, the types of maintenance relevant to a library building.",Evaluate,figshare_exam_questions,en
Prove that the wave function of a free electron is a plane wave by using Schrodinger's equation.,Evaluate,figshare_exam_questions,en
Provide THREE (3) justification on how would the university community be encouraged to place orders and become loyal customers.,Evaluate,figshare_exam_questions,en
Provide justifications as to why integrity and reliability is important in a company's annual report and accounts (ARAS) from corporate governance point of view.,Evaluate,figshare_exam_questions,en
Provide some justifications for the data warehouse architecture that you have chosen in Q2 (a).,Evaluate,figshare_exam_questions,en
Rate the following recommendations and set the priority _____.,Evaluate,figshare_exam_questions,en
Recommend TWO (2) suitable types of glasses which have good insulation properties for green building construction.,Evaluate,figshare_exam_questions,en
Recommend a suitable admixture to increase the workability of concrete and explain how it functions.,Evaluate,figshare_exam_questions,en
"Recommend a suitable metal for the fabrication of power tools like drills, files and chisels. Your recommendation should be justified by elaborating the important properties of the proposed metal.",Evaluate,figshare_exam_questions,en
Recommend how our classroom or playground could be improved.,Evaluate,figshare_exam_questions,en
"Recommend with justification, a value or range of values to the Board of Directors for the acquisition of ESL Berhad.",Evaluate,figshare_exam_questions,en
"Referring to the advertisement design below, evaluate the usage of Dominance and Unity in principles of design.",Evaluate,figshare_exam_questions,en
Relate cycle-time reduction to improved performance. Justify your answer.,Evaluate,figshare_exam_questions,en
"Related party transaction is a transaction entered into by a PLC or its subsidiaries, which involved the interest of the related party. Justify the reasons for disclosure of related party transaction.",Evaluate,figshare_exam_questions,en
Revise the story and specify the type of audience that would enjoy this book.,Evaluate,figshare_exam_questions,en
Scaling methods can improve the performance of the web site. Propose to Jane which scaling method suit her current business needs. Justify your answer.,Evaluate,figshare_exam_questions,en
Select the best proposal for a proposed water treatment plant.,Evaluate,figshare_exam_questions,en
Select the most effective solution.,Evaluate,figshare_exam_questions,en
Shareholder activism is an important governance mechanism because this is how minority shareholders exercise and enforce their rights. Comment on the effectiveness of shareholder activism.,Evaluate,figshare_exam_questions,en
Skimming and scanning are useful ways to familiarise learners with the reading text. Evaluate the role of skimming and scanning in the teaching of reading.,Evaluate,figshare_exam_questions,en
Soil algae and protozoa are usually restricted at the uppermost soil layers and smaller than their aquatic counterparts. Justify.,Evaluate,figshare_exam_questions,en
Soil organic matter content will differ depending on environmental conditions. Justify with TWO examples.,Evaluate,figshare_exam_questions,en
"Standardized, reusable containers have fairly obvious benefits for shipping. Use five (5) points to justify the purpose of these devices within the plant.",Evaluate,figshare_exam_questions,en
State your recommended solution with justification.,Evaluate,figshare_exam_questions,en
Suggest THREE (3) methods Game2 can take to prevent damage to its Web sites and continuing operations. Justify your answer.,Evaluate,figshare_exam_questions,en
Suggest and justify ONE (1) strategy that your company may consider for marketing its products internationally.,Evaluate,figshare_exam_questions,en
Support your answers with ONE (1) example from everyday life for ANY TWO factor.,Evaluate,figshare_exam_questions,en
Support your answers with ONE (1) example from everyday life for each type of personality.,Evaluate,figshare_exam_questions,en
Support your answers with ONE (1) example in everyday life for EACH perspective.,Evaluate,figshare_exam_questions,en
Support your answers with ONE (1) example in everyday life for EACH theory.,Evaluate,figshare_exam_questions,en
Support your answers with ONE (1) example in everyday life for each strategy.,Evaluate,figshare_exam_questions,en
Support your answers with ONE (1) example in everyday life for each theory.,Evaluate,figshare_exam_questions,en
Support your answers with TWO (2) examples in everyday life for each strategy.,Evaluate,figshare_exam_questions,en
Support your views with ONE (1) example for each disadvantage.,Evaluate,figshare_exam_questions,en
Support your views with ONE (1) example for each strategy.,Evaluate,figshare_exam_questions,en
Support your views with TWO (2) examples from everyday life for each origins.,Evaluate,figshare_exam_questions,en
Support your views with TWO (2) examples in everyday life for each tactic.,Evaluate,figshare_exam_questions,en
"Technology has been used in most schools since the 90s, but it still has some interruptions. Validate the top FOUR (4) problematic issues with technology in education today.",Evaluate,figshare_exam_questions,en
The impact of using JSTL in software development can significantly reduce its development time. Prove that there is some truth in the statement.,Evaluate,figshare_exam_questions,en
There are several benefits for the statement of aims and learning outcomes in a lesson. Evaluate FIVE (5) benefits.,Evaluate,figshare_exam_questions,en
Use a judge and jury to discuss the statement 'Children enjoy Anthony Browne's books because of the illustrations'.,Evaluate,figshare_exam_questions,en
"Using an appropriate example, prove that listeners are able to manage resources effectively in web applications.",Evaluate,figshare_exam_questions,en
"Using straight value depreciation, decide between two copper-nickel alloys for the design of a heat exchanger.",Evaluate,figshare_exam_questions,en
"Using the basic principles of socialism discussed in this course, evaluate the US economic system by providing key arguments to support your judgment.",Evaluate,figshare_exam_questions,en
Vince longs a put option on Junebank's stock with a strike price at RM13. Currently Junebank's stock is priced at RM15 and the option premium is RM1.50. Advise Vince whether or not to exercise the option. Justify your answer.,Evaluate,figshare_exam_questions,en
Was Hemingway a great American writer? First you will need to define greatness.,Evaluate,figshare_exam_questions,en
What changes to . . . would you recommend?,Evaluate,figshare_exam_questions,en
What criteria would you use to assess the validity of a business contract?,Evaluate,figshare_exam_questions,en
What criteria would you use to assess...?,Evaluate,figshare_exam_questions,en
What criteria would you use to evaluate if your answer is correct?,Evaluate,figshare_exam_questions,en
What data was used to evaluate ____________?,Evaluate,figshare_exam_questions,en
What do you think about . . .?,Evaluate,figshare_exam_questions,en
What do you think are the strengths of using integrated math in your program?,Evaluate,figshare_exam_questions,en
What do you think is the best thing about coming to Viestal?,Evaluate,figshare_exam_questions,en
What do you think is the mass and why,Evaluate,figshare_exam_questions,en
What is part of this book did you like best. Tell why you like it?,Evaluate,figshare_exam_questions,en
What is the most important...?,Evaluate,figshare_exam_questions,en
What would you cite to defend the actions . . . ?,Evaluate,figshare_exam_questions,en
"When quantity discounts are offered, justify why it is not necessary to check discount points that are below the EOQ or points above the EOQ that are not discount points.",Evaluate,figshare_exam_questions,en
Which of the following actions would probably be least effective in determining the answer?,Evaluate,figshare_exam_questions,en
"Which of the two algorithms, bubblesort or quicksort, is more efficient? Justify your answer.",Evaluate,figshare_exam_questions,en
Winer (2001) proposes a 7-component Customer Relationship Management (CRM) Model as a framework to implement a successful CRM program. Evaluate each of the seven components of the CRM Model.,Evaluate,figshare_exam_questions,en
"With reference to the case, evaluate the similarities and differences between open mindedness and mental models.",Evaluate,figshare_exam_questions,en
"With the aid of pseudocode or source codes, assess the usage of fork, exec and wait functions in working together in inter process communication.",Evaluate,figshare_exam_questions,en
Would you have liked to have had Cinderella for a sister? Explain why or why not.,Evaluate,figshare_exam_questions,en
Write a list of criteria to judge the Willy raps.,Evaluate,figshare_exam_questions,en
"You are on a mission to study the microbial diversity in a hyperarid desert. Design experimental steps in collecting, storing, and analyzing the samples. Justify the choices in each step and predict the types of microbes that could be found.",Evaluate,figshare_exam_questions,en
"Your advice has been sought to settle the following dispute in Company X. Referring to appropriate legal principles, write a short report advising the company on the best course of action to adopt.",Evaluate,figshare_exam_questions,en
decide about the most exciting part of the book. being sure to give at least three reasons why?,Evaluate,figshare_exam_questions,en
"improved, reformed or rejected?",Evaluate,figshare_exam_questions,en
judge the difficulty level for yourself.,Evaluate,figshare_exam_questions,en
suggest ways in which it could have responded more effectively,Evaluate,figshare_exam_questions,en
“Domestication of animals does not influence human behavior and lifestyle.” State whether you agree or disagree with the statement. Justify your answer.,Evaluate,figshare_exam_questions,en
“Firms can use existing brand names or create new brands on the internet”. Evaluate on the above statement.,Evaluate,figshare_exam_questions,en
"“Goods and services design could help manufacturers to gain competitive advantages."" Justify the statement with any THREE (3) strategies.",Evaluate,figshare_exam_questions,en
"“Instead of focusing only on investing in local market, some investors also invest in foreign market”. Justify above statement by providing FOUR (4) benefits of investing in foreign market.",Evaluate,figshare_exam_questions,en
“Technology has aided manufacturing and service companies in inventory management.' Justify the statement.,Evaluate,figshare_exam_questions,en
"“The efficient market hypothesis (EMH) states it is impossible to consistently outperform an efficient market and the only way an investor can possibly obtain higher returns is by purchasing riskier investments."" Justify the statement.",Evaluate,figshare_exam_questions,en
“Transgenic technology is the best method used for crop improvement and that it should be the only method adopted in future”. Comment on the above statement and justify your explanation.,Evaluate,figshare_exam_questions,en
A cascade of zymogen activation occurs both with digestive proteases and blood clotting proteases. List THREE advantages of this activation.,Remember,figshare_exam_questions,en
About what proportion of the population of the US is living on farms?,Remember,figshare_exam_questions,en
"As a supervisor for the brickworks, List FOUR (4) aspects of brick quality control in order to produce good architectural work.",Remember,figshare_exam_questions,en
"Based on the above dataType class, list all the function members",Remember,figshare_exam_questions,en
"Based on your knowledge, describe TWO (2) foreign bonds that are well known in the market.",Remember,figshare_exam_questions,en
"Besides Field Programmable Gate Array (FPGA), name one other type of programmable logic device.",Remember,figshare_exam_questions,en
Briefly describe THREE (3) types of business process that traditionally organized around functional areas of business. Provide an example of each.,Remember,figshare_exam_questions,en
Briefly list the different types of building maintenance.,Remember,figshare_exam_questions,en
Choose ONE (1) activity and describe briefly how you plan to carry it out in your reading lesson.,Remember,figshare_exam_questions,en
Cloud computing evolved from earlier technologies. State them.,Remember,figshare_exam_questions,en
Companies must take reasonable steps to ensure that their investors enjoy equal access to material information. Briefly describe SIX (6) corporate disclosure policies under Main Market Listing Requirements (MMLR).,Remember,figshare_exam_questions,en
Conducting a set-induction before presentation has several advantages. List the FIVE (5) reasons for use of the set-induction in a lesson.,Remember,figshare_exam_questions,en
Correctly label the brain lobes indicated on the diagram below,Remember,figshare_exam_questions,en
Define 2 dimensional and 3 dimensional designs.,Remember,figshare_exam_questions,en
Define Chiaroscuro and Sfumato technique.,Remember,figshare_exam_questions,en
Define Classical approach and Human Relations approach.,Remember,figshare_exam_questions,en
Define Educational Technology based on FIVE (5) instructional design view.,Remember,figshare_exam_questions,en
Define FOUR (4) common authoring metaphors and its advantages and disadvantages.,Remember,figshare_exam_questions,en
Define FOUR (4) primary roles of advertising in business and society.,Remember,figshare_exam_questions,en
Define Information Systems (IS).,Remember,figshare_exam_questions,en
Define Inheritance concept,Remember,figshare_exam_questions,en
Define Method in JAVA.,Remember,figshare_exam_questions,en
"Define and list out the objectives of monetary policy, the quantitative versus qualitative instruments of monetary policy.",Remember,figshare_exam_questions,en
Define attitudes.,Remember,figshare_exam_questions,en
Define attribution.,Remember,figshare_exam_questions,en
Define brainstorming process.,Remember,figshare_exam_questions,en
Define brand audit.,Remember,figshare_exam_questions,en
Define briefly the role of marketing in advertising effectiveness.,Remember,figshare_exam_questions,en
Define color temperature.,Remember,figshare_exam_questions,en
Define compound interest.,Remember,figshare_exam_questions,en
Define electronic commerce.,Remember,figshare_exam_questions,en
Define factors of production.,Remember,figshare_exam_questions,en
Define four types of traceability.,Remember,figshare_exam_questions,en
Define graphic design and product design.,Remember,figshare_exam_questions,en
Define instructional materials based on your understanding.,Remember,figshare_exam_questions,en
Define instructional materials.,Remember,figshare_exam_questions,en
Define knowledge and provide an example of knowledge produced by a vehicle management system.,Remember,figshare_exam_questions,en
Define liberal art.,Remember,figshare_exam_questions,en
Define luxury consumption of plant nutrients.,Remember,figshare_exam_questions,en
Define mercantilism.,Remember,figshare_exam_questions,en
Define morphology,Remember,figshare_exam_questions,en
Define organizational culture according to Schein (1990).,Remember,figshare_exam_questions,en
Define pixel.,Remember,figshare_exam_questions,en
Define prejudice.,Remember,figshare_exam_questions,en
Define privacy.,Remember,figshare_exam_questions,en
Define problem solving processes.,Remember,figshare_exam_questions,en
Define prosocial behaviors.,Remember,figshare_exam_questions,en
Define schemas.,Remember,figshare_exam_questions,en
Define soil bioremediation.,Remember,figshare_exam_questions,en
Define soil pH.,Remember,figshare_exam_questions,en
Define standard operating procedures as highlighted.,Remember,figshare_exam_questions,en
"Define stream bank, floodplain and substrate.",Remember,figshare_exam_questions,en
Define the Demographic characteristics.,Remember,figshare_exam_questions,en
Define the basic concepts of Educational Technology.,Remember,figshare_exam_questions,en
"Define the designation “Frame = -3"".",Remember,figshare_exam_questions,en
Define the meaning of the Olympic Motto.,Remember,figshare_exam_questions,en
Define the term 'Production Possibility Curve' as used in the timber and steel factory.,Remember,figshare_exam_questions,en
Define the term Radio Frequency Identification (RFID).,Remember,figshare_exam_questions,en
Define the term project in the context of project management.,Remember,figshare_exam_questions,en
Define transgenic crops.,Remember,figshare_exam_questions,en
Describe ANY FIVE (5) possible scenarios of the project failure.,Remember,figshare_exam_questions,en
Describe FIVE (5) categories of space.,Remember,figshare_exam_questions,en
Describe FIVE (5) key players in advertising.,Remember,figshare_exam_questions,en
Describe FIVE (5) techniques to achieve dominance.,Remember,figshare_exam_questions,en
Describe Impressionism art style.,Remember,figshare_exam_questions,en
Describe Prisoner Dilemma in the context of game theory.,Remember,figshare_exam_questions,en
Describe Renaissance art style.,Remember,figshare_exam_questions,en
Describe THREE (3) advantages of the banker's acceptance towards either exporter or importer.,Remember,figshare_exam_questions,en
Describe THREE (3) deposit liabilities for commercial banks.,Remember,figshare_exam_questions,en
Describe about application and web servers.,Remember,figshare_exam_questions,en
Describe color wheel.,Remember,figshare_exam_questions,en
Describe consumer behaviour.,Remember,figshare_exam_questions,en
Describe focused task and how it can be used to teach grammar for low proficiency students.,Remember,figshare_exam_questions,en
Describe graphic design and product design.,Remember,figshare_exam_questions,en
Describe graphic design.,Remember,figshare_exam_questions,en
Describe material gathering process.,Remember,figshare_exam_questions,en
Describe the 5 hierarchical stages of Welliver's Instructional Transformation Model.,Remember,figshare_exam_questions,en
Describe the Concept of Culture.,Remember,figshare_exam_questions,en
Describe the Pop Art style in 1958 - 1972.,Remember,figshare_exam_questions,en
Describe the SEVEN (7) advantages of radio advertising.,Remember,figshare_exam_questions,en
Describe the THREE (3) roles for social media in branding.,Remember,figshare_exam_questions,en
Describe the advantages of Product Standardization.,Remember,figshare_exam_questions,en
Describe the challenges in global advertising.,Remember,figshare_exam_questions,en
Describe the economic growth and FOUR (4) sources of economic growth.,Remember,figshare_exam_questions,en
Describe the function of International Monetary Fund (IMF).,Remember,figshare_exam_questions,en
Describe the meaning of 'design'.,Remember,figshare_exam_questions,en
Describe what multimedia is.,Remember,figshare_exam_questions,en
Draw and label a diagram of a typical stream.,Remember,figshare_exam_questions,en
Draw the basic outline of a page of notes using the Cornell Method?,Remember,figshare_exam_questions,en
Draw the block diagram of the central processing unit,Remember,figshare_exam_questions,en
Draw the flow chart of the PNK system,Remember,figshare_exam_questions,en
"Explain briefly the meaning of the following terms: Demography, Consumer sales promotion , and Media mix",Remember,figshare_exam_questions,en
Fill in the detail of typeface properties base on the following illustration.,Remember,figshare_exam_questions,en
Give FIVE (5) guidelines when creating storyboarding.,Remember,figshare_exam_questions,en
Give FOUR (4) advantages of multimedia application in education.,Remember,figshare_exam_questions,en
Give the three (3) categories of primitive data types and briefly explain what each category is used for.,Remember,figshare_exam_questions,en
How many instructions in the instruction set of RISC computer?,Remember,figshare_exam_questions,en
How many kilometers from your home to the university,Remember,figshare_exam_questions,en
How many loop statement available in c++?,Remember,figshare_exam_questions,en
How many states are there in USA,Remember,figshare_exam_questions,en
How many years does this animal live?,Remember,figshare_exam_questions,en
How much data can be stored in the cach memory,Remember,figshare_exam_questions,en
How much did he pay for his car,Remember,figshare_exam_questions,en
How much is your weight,Remember,figshare_exam_questions,en
How much time did he took to build a house,Remember,figshare_exam_questions,en
How much water does an elephant drink,Remember,figshare_exam_questions,en
Identify FIVE (5) Maslow's Hierarchy of Needs based on organizational context.,Remember,figshare_exam_questions,en
Identify FIVE (5) conditions that one needs to meet in order to be an independent director in Malaysian public listed company (PLC).,Remember,figshare_exam_questions,en
Identify FIVE (5) effects of organizational communication technology towards communication pattern.,Remember,figshare_exam_questions,en
Identify FIVE (5) key players in advertising.,Remember,figshare_exam_questions,en
Identify FIVE (5) problem solving processes.,Remember,figshare_exam_questions,en
Identify FOUR (4) factors that influence consumer behaviour.,Remember,figshare_exam_questions,en
Identify ONE (1) most likely error of the following quotation.,Remember,figshare_exam_questions,en
Identify PayPal's business model.,Remember,figshare_exam_questions,en
Identify SIX (6) factors to be considered when designing layout.,Remember,figshare_exam_questions,en
Identify TEN (10) tips during the press conference.,Remember,figshare_exam_questions,en
Identify THREE (3) classification system of economy.,Remember,figshare_exam_questions,en
Identify TWO (2) perspectives that are able to explain the origin of prejudice.,Remember,figshare_exam_questions,en
Identify a phrase as a simile,Remember,figshare_exam_questions,en
"Identify a property (commutative, additive, etc(",Remember,figshare_exam_questions,en
Identify any FIVE (5) significances of nonverbal communication in organization.,Remember,figshare_exam_questions,en
Identify any TWO (2) advantages of matching demand strategy and level strategy each in preparing aggregate production plan.,Remember,figshare_exam_questions,en
Identify fractions from a pictorial representation,Remember,figshare_exam_questions,en
Identify ordinal positions,Remember,figshare_exam_questions,en
Identify some of the most important possible dimensions that should be included in the data modelling design.,Remember,figshare_exam_questions,en
Identify the HP's challenges in text mining.,Remember,figshare_exam_questions,en
Identify the correct definition of osmosis.,Remember,figshare_exam_questions,en
Identify the five major prophets of the Old Testament.,Remember,figshare_exam_questions,en
Identify the part of a eukaryotic cell.,Remember,figshare_exam_questions,en
Identify the standard peripheral components of a computer.,Remember,figshare_exam_questions,en
Identify what types of brickwork defects that require rejection from the supervisor.,Remember,figshare_exam_questions,en
Identify which country has an absolute advantage in the production of sugar cane and blue agave.,Remember,figshare_exam_questions,en
Identify which word begins with the same sound as the s in sun (Knowledge of letter s),Remember,figshare_exam_questions,en
In Which part of the world does he live,Remember,figshare_exam_questions,en
"In a two-column table, list FIVE (5) tools used in the technology-integrated instruction and the traditional instruction respectively.",Remember,figshare_exam_questions,en
"In maintaining concrete quality, identify SEVEN (7) good practices on site.",Remember,figshare_exam_questions,en
Indicate the variables that are important in each of the canonical variates.,Remember,figshare_exam_questions,en
Information systems value is determined by the strong relationships among THREE (3) major components. Name them.,Remember,figshare_exam_questions,en
Label any Olympic sporting apparatus with design features.,Remember,figshare_exam_questions,en
Label the human communication process diagram below.,Remember,figshare_exam_questions,en
Label the parts of the diagram,Remember,figshare_exam_questions,en
Label the parts of the following insects: Grasshopper,Remember,figshare_exam_questions,en
Label the parts of the microscope shown on the right,Remember,figshare_exam_questions,en
List FIVE (5) activities that you would use in the set-induction stage of a reading lesson Keeping our rivers clean.,Remember,figshare_exam_questions,en
List FIVE (5) basic types of research.,Remember,figshare_exam_questions,en
List FIVE (5) categories of Intentional Crises and FIVE (5) categories of Unintentional Crises.,Remember,figshare_exam_questions,en
List FIVE (5) differences between forward and future market.,Remember,figshare_exam_questions,en
List FIVE (5) elements in downward communication.,Remember,figshare_exam_questions,en
List FIVE (5) functions of Department of Safety and Health as outline in OSHA 1994.,Remember,figshare_exam_questions,en
List FIVE (5) guidelines for spokesperson to follow during the media interview.,Remember,figshare_exam_questions,en
List FIVE (5) major business activities of investment banks.,Remember,figshare_exam_questions,en
List FIVE (5) phases of organizational conflict described by Pondy (1967).,Remember,figshare_exam_questions,en
List FIVE (5) plant consideration in a construction site.,Remember,figshare_exam_questions,en
List FIVE (5) properties of damp-proof courses.,Remember,figshare_exam_questions,en
"List FIVE (5) suggestions on how Malaysian public listed company director in Malaysia can perform 'Duty to use Reasonable Care, Skill & Diligence'.",Remember,figshare_exam_questions,en
List FIVE (5) types of trick questions.,Remember,figshare_exam_questions,en
List FIVE (5) weaknesses of Out-of-Home (OOH) Advertising.,Remember,figshare_exam_questions,en
List FOUR (4) general requirements for floor finishes.,Remember,figshare_exam_questions,en
List FOUR conditions required in order for an animal population to remain at Hardy-Weinberg equilibrium.,Remember,figshare_exam_questions,en
List SEVEN (7) types of advertising.,Remember,figshare_exam_questions,en
List THREE (3) advantages and TWO (2) disadvantages codification.,Remember,figshare_exam_questions,en
List THREE (3) usages of instructional materials to facilitate classroom teaching and learning process.,Remember,figshare_exam_questions,en
List THREE applications of degenerate PCR amplification.,Remember,figshare_exam_questions,en
List THREE factors in determining economic thresholds for weeds.,Remember,figshare_exam_questions,en
List THREE factors that influence the type of irrigation used in agriculture.,Remember,figshare_exam_questions,en
List THREE types of Atomic Force Mircroscopes (AFM).,Remember,figshare_exam_questions,en
List TWO (2) advantages and TWO (2) disadvantages of printed newspaper advertising.,Remember,figshare_exam_questions,en
List TWO (2) importance of using instructional materials in teaching.,Remember,figshare_exam_questions,en
List and briefly describe FOUR (4) types of secondary equity markets.,Remember,figshare_exam_questions,en
List and describe THREE (3) accounting cycles in an Accounting Information System.,Remember,figshare_exam_questions,en
List another TWO isotherms besides Langmiur isoterm.,Remember,figshare_exam_questions,en
"List any FIVE (5) themes identified by Tom Peters and Robert Waterman for “excellent organizations"".",Remember,figshare_exam_questions,en
List any SEVEN (7) suggestions for good presentation of your business plan as it is very crucial to convince potential consumers and financers.,Remember,figshare_exam_questions,en
List any THREE (3) practical approaches for payment collection in revenue cycle.,Remember,figshare_exam_questions,en
List any TWO (2) real life examples of the organization that implement the clicks-and-bricks B2C E-Commerce.,Remember,figshare_exam_questions,en
List down FIVE (5) types of concrete admixture.,Remember,figshare_exam_questions,en
List down FIVE (5) types of shapes.,Remember,figshare_exam_questions,en
List down THREE (3) methods of excavation.,Remember,figshare_exam_questions,en
List down the environmental factors that an international marketer should consider.,Remember,figshare_exam_questions,en
List four traits commonly used for the development of transgenic crops.,Remember,figshare_exam_questions,en
List four types of clauses mentioned in the article,Remember,figshare_exam_questions,en
List important information you can remember from lesson….,Remember,figshare_exam_questions,en
List out FIVE (5) ways how manufacturing and service companies have commitment toward the environmental friendly practices.,Remember,figshare_exam_questions,en
List out FOUR (4) benefits of using RFID.,Remember,figshare_exam_questions,en
List out any SIX (6) factors to be considered when designing a layout.,Remember,figshare_exam_questions,en
List reserved words in C programming.,Remember,figshare_exam_questions,en
List the SEVEN (7) factors to be considered in the method of excavation and timbering.,Remember,figshare_exam_questions,en
List the SEVEN (7) stages of the development process of a building project.,Remember,figshare_exam_questions,en
List the __________________ in descending order,Remember,figshare_exam_questions,en
List the advantages and disadvantages of Public Offering.,Remember,figshare_exam_questions,en
List the attributes of the following shape.,Remember,figshare_exam_questions,en
List the characteristics peculiar to the Cubist movement.,Remember,figshare_exam_questions,en
List the data members,Remember,figshare_exam_questions,en
List the fractions you know and can show….,Remember,figshare_exam_questions,en
List the information that can be obtained from X-Ray Photoelectron Spectroscopy (XPS).,Remember,figshare_exam_questions,en
List the levels in Bloom's Taxonomy.,Remember,figshare_exam_questions,en
List the procedure to draw a mixed potential or Evans' diagram,Remember,figshare_exam_questions,en
List the steps involved in titration.,Remember,figshare_exam_questions,en
List three characteristics that are unique to the Cubist movement.,Remember,figshare_exam_questions,en
List three predominant economic systems that exist,Remember,figshare_exam_questions,en
List two local variables in the main function,Remember,figshare_exam_questions,en
List two reference parameters in the setHour function,Remember,figshare_exam_questions,en
Look at the symbol. What is the symbol’s purpose on a map?,Remember,figshare_exam_questions,en
Make a list of facts you learned from the story.,Remember,figshare_exam_questions,en
Make a list of the main events of the story.,Remember,figshare_exam_questions,en
Memorize and recall the periodic table,Remember,figshare_exam_questions,en
